"NrHaul";"Type";"sekvens";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ";"Rec9"
"1";22003;1;24;"37G1";22;54;11.8;11;53.4;2;"GFR";"37G1 6"
"2";22012;1;26;"38G0";22;54;25.22;11;31.07;2;"GFR";"38G0 8"
"3";22016;1;31;"38G1";22;55;5.9;10;48.7;2;"DEN";"38G1 3"
"4";22017;1;23;"39G0";22;55;0.41;11;3.57;2;"DEN";"39G0 1"
"5";22018;1;14;"39G1";22;55;4.2;11;4.1;2;"DEN";"39G1 1"
"6";22019;1;15;"39G1";22;55;3.44;11;24.15;2;"DEN";"39G1 2"
"7";22020;1;16;"39G1";22;55;12.7;10;56.3;2;"DEN";"39G1 6"
"8";22021;1;12;"39G0";22;55;14.9;10;50.7;2;"DEN";"39G0 6"
"9";22025;1;13;"39G0";22;55;23.14;10;50.56;2;"DEN";"39G0 9"
"10";22034;1;17;"40G0";22;55;59.6;10;38.4;2;"DEN";"40G0 8"
"11";22035;1;18;"40G0";22;55;59;10;52.8;2;"DEN";"40G0 9"
"12";22037;1;20;"40G1";22;55;58.9;11;1.8;2;"DEN";"40G1 7"
"13";22043;1;19;"40G1";22;54;6.12;11;4.46;2;"GFR";"40G1 1"
"14";22045;1;11;"37G1";22;54;17.28;11;18.11;2;"GFR";"37G1 4"
"15";22058;1;28;"37G1";22;54;27.17;11;25.18;2;"GFR";"37G1 8"
"16";22065;1;4;"37G1";22;54;36.4;10;38.58;2;"DEN";"37G1 2"
"17";22078;1;27;"37G1";22;54;58.2;10;6.8;2;"DEN";"37G1 7"
"18";22081;1;9;"37G1";22;55;6.3;9;59.28;2;"DEN";"37G1 3"
"19";22103;1;30;"38G1";22;55;3.32;11;1.82;2;"DEN";"38G1 1"
"20";22111;1;25;"38G0";22;54;54.83;10;3.2;2;"DEN";"38G0 7"
"21";22112;1;29;"38G0";22;55;39.63;10;23.84;2;"DEN";"38G0 2"
"22";22118;1;7;"38G5";22;55;37.77;10;20.59;2;"DEN";"38G5 2"
"23";22121;1;21;"38G7";22;55;2.95;11;6.01;2;"DEN";"38G7 1"
"24";22123;1;22;"38G9";22;54;27.49;10;35.55;2;"GFR";"38G9 8"
"25";22125;1;33;"38G11";22;55;24.08;10;48.95;2;"DEN";"38G11 9"
"26";22128;1;32;"38G14";22;54;48.83;10;9.5;2;"DEN";"38G14 4"
"27";22131;1;3;"38G17";22;54;37.7;10;38.92;2;"DEN";"38G17 2"
"28";22132;1;6;"38G18";22;54;14.1338;11;25.1236;2;"GFR";"38G18 5"
"29";22135;1;1;"38G20";22;54;37.4;11;5;2;"GFR";"38G20 1"
"30";22140;1;5;"38G25";22;54;25.9;11;37;2;"DEN";"38G25 8"
"31";22141;1;2;"38G26";22;54;14.4;11;25.3;2;"GFR";"38G26 5"
"32";22142;1;10;"38G27";22;54;15.9;11;30.1;2;"GFR";"38G27 5"
"33";22145;1;8;"38G30";22;54;17.9;11;31.6;2;"GFR";"38G30 5"
"34";24001;1;38;"37G4";24;54;23.05;12;11.63;2;"GFR";"37G4 7"
"35";24002;1;39;"37G2";24;54;26.48;12;20.88;2;"GFR";"37G2 8"
"36";24004;1;34;"37G2";24;54;29;14;45.2;2;"POL";"37G2 9"
"37";24005;1;35;"37G3";24;54;39.6;12;11.2;2;"DEN";"37G3 1"
"38";24006;1;36;"37G4";24;54;35.31;12;27.37;2;"GFR";"37G4 2"
"39";24007;1;37;"37G4";24;54;37.44;12;55.14;2;"GFR";"37G4 3"
"40";24020;1;47;"38G2";24;55;16.17;13;55.99;2;"SWE";"38G2 6"
"41";24021;1;40;"38G2";24;54;29.57;13;43.66;2;"GFR";"38G2 9"
"42";24030;1;42;"38G4";24;54;33.42;13;48.1;2;"GFR";"38G4 3"
"43";24039;1;49;"38G4";24;54;39.36;14;9.47;2;"GFR";"38G4 1"
"44";24041;1;43;"38G2";24;54;37;14;22;2;"GFR";"38G2 2"
"45";24059;1;50;"38G3";24;54;46.77;12;21.78;2;"DEN";"38G3 5"
"46";24069;1;66;"38G4";24;54;44.72;13;30.44;2;"GFR";"38G4 5"
"47";24078;1;61;"38G4";24;54;41.59;14;7.13;2;"GFR";"38G4 4"
"48";24081;1;48;"38G2";24;54;40.4;14;30.3;2;"DEN";"38G2 5"
"49";24085;1;68;"38G2";24;54;47.53;14;41.5;3;"DEN";"38G2 6"
"50";24101;1;55;"38G4";24;55;6.87;13;52.47;3;"SWE";"38G4 3"
"51";24125;1;51;"38G4";24;55;15.71;13;57.57;2;"SWE";"38G4 6"
"52";24130;1;44;"38G2";24;55;16.17;14;2.63;2;"SWE";"38G2 4"
"53";24150;1;63;"38G2";24;54;36.77;14;46.61;3;"grey";"38G2 3"
"54";24164;1;72;"39G3";24;54;40.17;14;40.29;3;"DEN";"39G3 6"
"55";24171;1;73;"39G3";24;54;56.32;13;5.39;3;"GFR";"39G3 7"
"56";24190;1;58;"39G4";24;54;55.58;13;40.2;3;"GFR";"39G4 9"
"57";24195;1;65;"38G4";24;54;57.6;13;59.1;3;"GFR";"38G4 9"
"58";24210;1;60;"38G3";24;55;1.02;13;18.4;3;"SWE";"38G3 1"
"59";24228;1;64;"38G3";24;55;0.57;13;40.37;3;"GFR";"38G3 3"
"60";24252;1;53;"38G4";24;55;12.47;13;10.47;3;"SWE";"38G4 4"
"61";24263;1;54;"38G4";24;55;16.35;13;44;3;"SWE";"38G4 6"
"62";24275;1;67;"38G2";24;55;11.91;14;18.7;3;"DEN";"38G2 4"
"63";24278;1;45;"38G3";24;54;46.1;15;0;3;"grey";"38G3 4"
"64";24294;1;46;"38G3";24;54;36.77;13;48.48;2;"GFR";"38G3 3"
"65";24297;1;41;"38G4";24;54;59.3;12;54.39;2;"DEN";"38G4 9"
"66";24300;1;71;"39G3";24;54;51.74;14;47.68;2;"DEN";"39G3 9"
"67";24301;1;59;"39G3";24;55;3.36;13;38.36;2;"SWE";"39G3 2"
"68";24303;1;70;"39G3";24;55;18.83;13;55.94;2;"SWE";"39G3 6"
"69";24306;1;52;"38G3";24;54;42.582;13;47.324;3;"GFR";"38G3 6"
"70";24309;1;74;"39G3";24;54;52.3756;13;34.2694;3;"GFR";"39G3 8"
"71";24310;1;75;"39G3";24;54;59.327;13;52.1836;3;"GFR";"39G3 9"
"72";24318;1;56;"39G4";24;55;8.5658;14;8.3768;3;"SWE";"39G4 1"
"73";24324;1;57;"39G4";24;55;9;13;55.9;3;"SWE";"39G4 3"
"74";24325;1;76;"39G4";24;54;36.4;12;36.15;2;"GFR";"39G4 2"
"75";24328;1;69;"39G4";24;54;38.39;12;41.08;2;"GFR";"39G4 3"
"76";24335;1;62;"39G4";24;54;11.5;14;18.6;2;"GFR";"39G4 4"
"77";25004;3;206;"37G5";25;54;52.7;16;38.6;2;"POL";"37G5 8"
"78";25006;3;207;"37G5";25;54;26;15;8.8;2;"POL";"37G5 7"
"79";25008;3;203;"37G5";25;54;23;15;34;2;"POL";"37G5 8"
"80";25009;3;204;"37G6";25;54;22.9;15;47.3;2;"POL";"37G6 9"
"81";25010;3;199;"37G6";25;54;26.8;16;5.3;2;"POL";"37G6 7"
"82";25011;3;267;"38G6";25;54;24.7;16;3;2;"POL";"38G6 7"
"83";25013;3;208;"38G6";25;54;39;16;23.6;2;"POL";"38G6 2"
"84";25014;3;228;"38G6";25;54;41.6;16;38.7;2;"POL";"38G6 5"
"85";25016;3;217;"38G6";25;54;44.6;16;49;2;"POL";"38G6 6"
"86";25017;3;219;"38G6";25;54;44.2;16;52.3;2;"POL";"38G6 6"
"87";25022;3;221;"38G7";25;54;57.4;17;25;2;"POL";"38G7 8"
"88";25024;3;222;"38G7";25;54;51;17;28;2;"POL";"38G7 8"
"89";25038;1;89;"39G7";25;56;9;17;45;3;"SWE";"39G7 3"
"90";25040;1;79;"40G4";25;54;27.9;15;46.8;3;"POL";"40G4 9"
"91";25046;1;235;"37G5";25;54;33.4;15;26.4;3;"POL";"37G5 2"
"92";25052;1;236;"38G5";25;54;38.4;16;4.5;3;"POL";"38G5 1"
"93";25053;1;238;"38G6";25;54;48.1;15;0.8;3;"DEN";"38G6 4"
"94";25056;1;239;"38G6";25;54;44.7;15;57;3;"POL";"38G6 6"
"95";25060;1;237;"38G5";25;54;50.3;16;3.1;3;"POL";"38G5 7"
"96";25066;1;240;"39G4";25;55;0;16;17;3;"POL";"39G4 1"
"97";25084;1;77;"39G7";25;55;23;17;22;3;"POL";"39G7 8"
"98";25088;1;136;"40G6";25;55;23.2;17;32;4;"POL";"40G6 8"
"99";25089;1;90;"40G7";25;55;23.4;17;45;4;"POL";"40G7 9"
"100";25100;1;101;"40G4";25;55;38.2;15;6.2;5;"DEN";"40G4 1"
"101";25119;1;109;"40G4";25;55;41.2;15;4.2;4;"SWE";"40G4 4"
"102";25136;1;80;"40G4";25;55;46.6;17;42;3;"SWE";"40G4 6"
"103";25181;1;130;"40G5";25;54;49.2;15;54.5;4;"POL";"40G5 6"
"104";25182;1;123;"40G5";25;54;53.3;15;17.5;3;"DEN";"40G5 7"
"105";25192;1;103;"40G5";25;54;50;15;36;5;"grey";"40G5 8"
"106";25193;1;133;"40G5";25;54;51;15;41.4;4;"grey";"40G5 9"
"107";25219;1;135;"40G6";25;55;19.3;15;2.4;4;"DEN";"40G6 4"
"108";25224;1;247;"41G7";25;55;18;16;17;4;"grey";"41G7 4"
"109";25231;1;121;"38G5";25;55;19.3;17;17.4;4;"POL";"38G5 4"
"110";25232;1;122;"38G5";25;55;18.7;17;20;4;"POL";"38G5 5"
"111";25240;1;125;"38G5";25;55;28.6;15;12.8;4;"DEN";"38G5 7"
"112";25268;1;138;"38G5";25;55;37.4;14;52.2;4;"SWE";"38G5 3"
"113";25274;1;114;"38G5";25;55;31.3;15;31.3;5;"DEN";"38G5 2"
"114";25277;1;98;"38G5";25;55;34.4;15;34.8;4;"DEN";"38G5 2"
"115";25292;1;242;"39G5";25;55;45.885;15;23.788;3;"SWE";"39G5 5"
"116";25302;1;106;"39G4";25;55;42.4;16;10.8;4;"SWE";"39G4 4"
"117";25311;1;108;"39G6";25;56;2;17;43;4;"SWE";"39G6 3"
"118";25321;1;84;"40G4";25;55;5.4;15;36;4;"grey";"40G4 2"
"119";25322;1;94;"39G5";25;55;3.1;15;42.6;5;"grey";"39G5 3"
"120";25326;1;92;"39G5";25;55;8.1;16;3.6;5;"grey";"39G5 1"
"121";25330;1;97;"39G5";25;55;15.7;15;58.7;5;"DEN";"39G5 6"
"122";25331;1;249;"39G6";25;55;16.1;16;3.9;5;"DEN";"39G6 4"
"123";25341;1;250;"39G7";25;55;20.94;15;22.27;5;"DEN";"39G7 8"
"124";25353;1;95;"39G7";25;55;42.1;14;33;3;"SWE";"39G7 5"
"125";25364;3;223;"39G7";25;54;59.8;17;28;2;"POL";"39G7 8"
"126";25380;1;246;"39G7";25;55;38.5;17;37.8;3;"POL";"39G7 2"
"127";25392;1;111;"40G4";25;55;45.1;15;22.75;4;"SWE";"40G4 5"
"128";25394;1;104;"40G4";25;54;39.4;15;9.08;4;"grey";"40G4 1"
"129";25401;3;224;"40G4";25;55;42.15;14;22.21;2;"SWE";"40G4 5"
"130";25404;1;78;"40G4";25;55;49.6;15;26.4;3;"SWE";"40G4 5"
"131";25405;1;81;"40G4";25;55;54.7;15;34.1;3;"SWE";"40G4 8"
"132";25407;1;115;"40G5";25;55;3.9;16;9.9;4;"POL";"40G5 1"
"133";25409;1;91;"40G5";25;55;47.9;15;57.8;3;"SWE";"40G5 6"
"134";25413;1;137;"40G5";25;55;50.1;15;56.8;3;"SWE";"40G5 9"
"135";25418;3;227;"40G6";25;55;42.4;14;22.5;2;"SWE";"40G6 5"
"136";25419;3;231;"40G6";25;55;41.5;14;22.35;2;"SWE";"40G6 5"
"137";25421;1;116;"40G6";25;55;41.2;14;27.3;3;"SWE";"40G6 5"
"138";25422;1;120;"40G7";25;55;41.8;14;24.6;3;"SWE";"40G7 5"
"139";25426;1;82;"40G5";25;55;49.1;15;15.6;3;"SWE";"40G5 4"
"140";25429;1;124;"40G5";25;55;57.91;15;24.6;3;"SWE";"40G5 8"
"141";25431;1;93;"40G6";25;55;52.2;16;1.1;3;"SWE";"40G6 7"
"142";25447;1;99;"41G7";25;55;34.67;15;3.8;5;"DEN";"41G7 1"
"143";25449;1;117;"41G7";25;55;27.6;14;43.8;4;"DEN";"41G7 9"
"144";25450;1;88;"41G7";25;55;40.6;16;32.3;4;"SWE";"41G7 5"
"145";25452;1;96;"41G6";25;55;22.4;15;15.6;5;"DEN";"41G6 7"
"146";25455;3;232;"41G6";25;55;27.4;17;17;2;"POL";"41G6 7"
"147";25461;1;241;"39G5";25;56;4.05;17;21.87;3;"SWE";"39G5 2"
"148";25462;1;244;"39G6";25;55;45.979;16;41.02;3;"SWE";"39G6 6"
"149";25463;1;248;"38G6";25;55;14.2;17;18.2;5;"POL";"38G6 4"
"150";25500;1;128;"39G6";25;55;28.42;14;39.32;4;"SWE";"39G6 8"
"151";25501;1;105;"39G6";25;55;18.9;14;55.9;4;"DEN";"39G6 6"
"152";25502;1;245;"39G6";25;55;27.5;14;28.1;3;"SWE";"39G6 8"
"153";25505;1;243;"39G5";25;55;43.552;16;40.632;3;"SWE";"39G5 6"
"154";25506;1;100;"39G5";25;55;28.074;15;57.014;5;"DEN";"39G5 9"
"155";25507;1;107;"39G5";25;55;39.285;15;47.099;4;"SWE";"39G5 3"
"156";25508;1;118;"39G5";25;55;18.02;16;1.13;5;"DEN";"39G5 4"
"157";25510;1;131;"40G5";25;55;44.5;16;3.6;4;"SWE";"40G5 4"
"158";26007;1;102;"37G9";26;54;51.5;18;34;2;"POL";"37G9 8"
"159";26013;1;127;"38G8";26;56;22;18;29;2;"SWE";"38G8 8"
"160";26019;1;110;"38G8";26;54;53.2;18;38;3;"POL";"38G8 8"
"161";26020;1;134;"38G8";26;54;47.2;18;42.3;3;"POL";"38G8 6"
"162";26022;1;85;"38G8";26;55;5.9;20;4.3;3;"RUS";"38G8 1"
"163";26024;1;183;"39H0";26;55;10.4;20;0;4;"RUS";"39H0 4"
"164";26030;1;164;"41G8";26;56;7.8;19;51;3;"LAT";"41G8 3"
"165";26038;1;175;"37G9";26;54;53.1;18;40;4;"POL";"37G9 9"
"166";26050;1;180;"38G8";26;55;38.3;18;3.6;4;"POL";"38G8 1"
"167";26052;1;169;"39H0";26;55;30.4;20;36.6;4;"LTU";"39H0 2"
"168";26069;1;192;"41G8";26;56;13.1;18;25.2;4;"SWE";"41G8 5"
"169";26071;3;233;"41G8";26;56;13.7;19;30.3;6;"LAT";"41G8 5"
"170";26074;1;168;"37G9";26;56;23;18;35;4;"SWE";"37G9 8"
"171";26081;1;194;"37G9";26;56;27;20;12;5;"LAT";"37G9 7"
"172";26086;1;178;"38G8";26;54;58.5;18;48;5;"POL";"38G8 9"
"173";26093;1;162;"38G9";26;55;10.5;18;39;5;"POL";"38G9 5"
"174";26096;1;253;"38G8";26;55;10.5;19;26.3;5;"RUS";"38G8 5"
"175";26097;1;252;"38G8";26;55;21.4;19;55.6;4;"RUS";"38G8 9"
"176";26099;1;254;"38G8";26;55;28.3;18;18.2;5;"POL";"38G8 7"
"177";26104;1;146;"38G8";26;55;22.3;18;33;5;"POL";"38G8 8"
"178";26109;1;256;"39G8";26;55;22.2;19;29.8;5;"RUS";"39G8 8"
"179";26111;1;257;"39G9";26;55;35;19;2.5;5;"RUS";"39G9 1"
"180";26118;1;259;"39H0";26;55;32.5;20;2.6;5;"RUS";"39H0 1"
"181";26125;1;261;"40H0";26;56;24;18;38.3;5;"SWE";"40H0 8"
"182";26129;3;234;"40H0";26;54;59.7;19;18.6;6;"RUS";"40H0 7"
"183";26130;3;268;"40G8";26;54;48.1;19;21.9;6;"RUS";"40G8 5"
"184";26131;1;251;"40G8";26;54;24;19;2.4;2;"POL";"40G8 7"
"185";26132;1;189;"40G9";26;54;32.3;18;54.6;4;"POL";"40G9 3"
"186";26133;1;153;"40H0";26;54;42.1;18;46.6;3;"POL";"40H0 6"
"187";26134;1;113;"40H0";26;55;57.08;20;28.61;2;"LTU";"40H0 8"
"188";26135;3;226;"40H0";26;54;56.4;19;24.2;6;"RUS";"40H0 8"
"189";26138;3;216;"40H0";26;55;52.8;18;49;6;"POL";"40H0 9"
"190";26140;3;229;"40H0";26;56;0.4;18;54.1;6;"SWE";"40H0 3"
"191";26141;3;212;"40G9";26;56;19;18;40;6;"LAT";"40G9 6"
"192";26142;3;218;"40H0";26;56;12;19;28;6;"LAT";"40H0 5"
"193";26144;3;213;"40H0";26;56;22;19;29;6;"LAT";"40H0 8"
"194";26145;3;269;"41G8";26;56;27.9;19;49.7;6;"LAT";"41G8 9"
"195";26148;1;195;"41G9";26;55;4.7;19;37.1;5;"LAT";"41G9 2"
"196";26150;1;112;"41G9";26;55;3.5;20;33.5;2;"RUS";"41G9 2"
"197";26151;1;197;"41G8";26;55;19.5;19;13.1;5;"RUS";"41G8 4"
"198";26161;1;150;"38G9";26;55;28.8;18;18.1;5;"POL";"38G9 7"
"199";26163;1;132;"38G9";26;54;24.9;19;18.9;3;"POL";"38G9 7"
"200";26169;1;140;"38G8";26;54;46.3;18;41.5;2;"POL";"38G8 6"
"201";26186;1;186;"39G9";26;55;0;18;30;4;"POL";"39G9 2"
"202";26191;1;258;"39G9";26;54;40.7;19;17.8;5;"POL";"39G9 4"
"203";26197;1;182;"39G9";26;55;47.7;20;4;4;"LTU";"39G9 4"
"204";26199;3;270;"39G9";26;56;22.8;19;42.4;6;"LAT";"39G9 9"
"205";26206;1;119;"39G8";26;55;45.8;20;20;3;"LTU";"39G8 5"
"206";26208;1;181;"39G8";26;55;38.6;20;14.9;4;"LTU";"39G8 1"
"207";26209;3;215;"39G8";26;56;18;19;31.5;6;"LAT";"39G8 5"
"208";26215;1;185;"39G8";26;55;52;20;5.2;4;"LTU";"39G8 7"
"209";26216;1;126;"39G8";26;54;23.9;19;16.3;2;"POL";"39G8 7"
"210";26219;1;86;"40G8";26;54;23.5;18;58.5;2;"POL";"40G8 9"
"211";26221;3;271;"40G8";26;55;55.2;18;35.21;6;"SWE";"40G8 8"
"212";26224;1;83;"40G8";26;56;22.01;18;26.8;2;"SWE";"40G8 8"
"213";26225;1;143;"40G8";26;56;18.8;18;23.29;3;"SWE";"40G8 5"
"214";26256;1;184;"40G8";26;54;26.8;19;18.6;4;"POL";"40G8 7"
"215";26257;3;211;"39G9";26;54;55.5;19;3;6;"POL";"39G9 7"
"216";26261;1;154;"40G9";26;54;25.5;19;18.5;3;"POL";"40G9 7"
"217";26263;1;129;"40G9";26;54;23.7;18;59.5;2;"POL";"40G9 9"
"218";26265;1;176;"40H0";26;54;26;19;6;3;"POL";"40H0 7"
"219";26266;1;139;"40G8";26;54;48.2;18;32.9;2;"POL";"40G8 5"
"220";26267;1;141;"39G8";26;54;54.6;18;36.1;3;"POL";"39G8 8"
"221";26268;1;190;"40G9";26;54;59.3;18;31.7;4;"POL";"40G9 8"
"222";26269;1;260;"40G9";26;54;36.7;19;9.2;5;"LAT";"40G9 1"
"223";26274;1;87;"41H0";26;54;53.8;18;10.2;2;"POL";"41H0 7"
"224";26278;1;255;"38G9";26;54;59;18;46.2;5;"POL";"38G9 9"
"225";26280;1;166;"38G9";26;54;29.6;18;53.4;4;"POL";"38G9 9"
"226";26281;1;155;"40G8";26;54;26.3;19;4;3;"POL";"40G8 7"
"227";26288;1;151;"41G9";26;54;36.5;19;8.7;5;"POL";"41G9 1"
"228";26289;1;167;"41G9";26;54;26.1;19;6.4;3;"POL";"41G9 7"
"229";26291;3;210;"41G9";26;54;49.8;19;20.4;6;"RUS";"41G9 5"
"230";27001;1;191;"43G6";27;57;23.06;16;53.08;4;"SWE";"43G6 9"
"231";27003;1;187;"43G6";27;57;24.8;17;1.5;3;"SWE";"43G6 7"
"232";27007;1;173;"42G6";27;56;59.35;17;56.63;4;"SWE";"42G6 9"
"233";27009;1;142;"42G6";27;57;4;17;54;4;"SWE";"42G6 3"
"234";27014;1;157;"43G7";27;57;37;17;6.05;5;"SWE";"43G7 1"
"235";27021;1;171;"43G7";27;56;32.3;16;50.1;5;"SWE";"43G7 3"
"236";27024;1;263;"44G8";27;57;1.9;17;57.5;5;"SWE";"44G8 3"
"237";27028;1;174;"44G8";27;56;39.45;16;58.76;4;"SWE";"44G8 3"
"238";27029;1;262;"44G8";27;57;18.13;17;24.98;4;"SWE";"44G8 5"
"239";27031;1;156;"44G8";27;57;1.265;17;7.966;3;"SWE";"44G8 1"
"240";28009;3;272;"43H1";28;57;24.2;21;20.7;2;"LAT";"43H1 8"
"241";28013;1;172;"42H0";28;56;39;20;40.2;3;"LAT";"42H0 3"
"242";28039;1;165;"43H1";28;57;1.9;20;32.2;5;"LAT";"43H1 2"
"243";28055;1;149;"44H1";28;57;47;21;22.5;4;"LAT";"44H1 5"
"244";28061;1;145;"45G9";28;58;27.8;21;34.6;4;"EST";"45G9 8"
"245";28062;1;179;"42H0";28;56;31.1;20;13.8;5;"LAT";"42H0 1"
"246";28070;1;193;"42H0";28;57;8;20;35;5;"LAT";"42H0 2"
"247";28072;1;152;"43G8";28;57;15.4;19;4.3;5;"SWE";"43G8 4"
"248";28074;1;188;"43G8";28;57;10.5;20;35.2;5;"LAT";"43G8 5"
"249";28075;1;196;"43H0";28;57;12.3;20;40.4;5;"LAT";"43H0 6"
"250";28080;1;198;"43G9";28;56;33.5;19;34.6;6;"LAT";"43G9 2"
"251";28083;1;201;"43H0";28;56;34.8;20;7.5;6;"LAT";"43H0 1"
"252";28086;1;200;"43H0";28;57;10.8;20;25.9;6;"LAT";"43H0 5"
"253";28090;1;205;"43H0";28;57;45.9;20;42.4;6;"LAT";"43H0 6"
"254";28093;3;225;"43H1";28;57;29.3;21;26.2;2;"LAT";"43H1 8"
"255";28099;1;160;"43H0";28;57;48.8;19;32;5;"SWE";"43H0 5"
"256";28104;1;161;"43H1";28;57;51.3;19;28.2;4;"SWE";"43H1 8"
"257";28107;1;266;"44H1";28;57;3.5;18;52.2;5;"SWE";"44H1 3"
"258";28126;1;147;"44H1";28;57;14.68;21;5.63;3;"LAT";"44H1 4"
"259";28127;1;163;"45G9";28;57;16.38;21;2.55;4;"LAT";"45G9 4"
"260";28132;1;159;"45H1";28;57;13.8;21;9.4;3;"LAT";"45H1 4"
"261";28136;3;209;"45G9";28;57;1.86;21;5.66;2;"LAT";"45G9 1"
"262";28138;3;220;"45G9";28;57;4.05;21;7.77;2;"LAT";"45G9 1"
"263";28154;1;265;"43H0";28;57;3.75;20;47.57;4;"LAT";"43H0 3"
"264";28157;3;214;"43H0";28;56;39.38;20;45.92;2;"LAT";"43H0 3"
"265";28159;1;264;"43H0";28;56;37.5;20;40.6;3;"LAT";"43H0 3"
"266";28160;1;148;"43G9";28;56;36.49;20;41.28;3;"LAT";"43G9 3"
"267";28161;3;230;"43G9";28;56;38.1;20;43.9;2;"LAT";"43G9 3"
"268";28165;1;170;"43H0";28;57;7.18;20;39.42;5;"LAT";"43H0 2"
"269";28180;1;144;"42H0";28;57;15.16;18;55.55;3;"SWE";"42H0 6"
"270";28190;1;158;"42G9";28;57;58.9;20;58.43;5;"EST";"42G9 9"
"271";28191;1;177;"42H0";28;58;1.6;21;5.9;4;"EST";"42H0 1"
"272";28194;1;202;"42H0";28;56;32.03;20;15.12;6;"LAT";"42H0 1"
