NrHaul,RectangleAlpha,ICESSD,Latitude1_deg,Latitude1_dec_min,Longitude1_deg,Longitude1_dec_min,Latitude_end_deg,Latitude_end_dec_min,Longitude_end_deg,Longitude_end_dec_min,Layer,EEZ,Latitude1_deg_dec,Longitude1_deg_dec,Latitude_end_deg_dec,Longitude_end_deg_dec,codstock
22002,37G1,22,54,11,27,11,55,26,54,11,19,11,49,49,2,GFR,54.1878333333333,11.921,54.1865,11.8248333333333,21-24
22003,37G1,22,54,11,8,11,53,4,54,14,2,11,53,2,2,GFR,54.1966666666667,11.89,54.2366666666667,11.8866666666667,21-24
22004,37G0,22,54,26,5,10,39,66,54,27,31,10,35,55,2,GFR,54.4416666666667,10.661,54.4551666666667,10.5925,21-24
22005,37G0,22,54,24,24,10,45,27,54,25,45,10,43,58,2,GFR,54.404,10.7545,54.4241666666667,10.7263333333333,21-24
22006,37G0,22,54,29,8,10,41,2,54,27,7,10,42,6,2,GFR,54.4966666666667,10.6866666666667,54.4616666666667,10.71,21-24
22007,37G1,22,54,27,13,11,23,18,54,23,17,11,22,24,2,GFR,54.4521666666667,11.3863333333333,54.3861666666667,11.3706666666667,21-24
22008,37G1,22,54,20,8,11,55,3,54,18,5,11,55,4,2,GFR,54.3466666666667,11.9216666666667,54.3083333333333,11.9233333333333,21-24
22011,38G0,22,54,34,55,10,10,19,54,33,53,10,14,12,2,GFR,54.5758333333333,10.1698333333333,54.5588333333333,10.2353333333333,21-24
22012,37G1,22,54,25,22,11,31,07,54,23,61,11,30,54,2,GFR,54.4203333333333,11.5178333333333,54.3935,11.509,21-24
22013,38G1,22,54,31,38,11,19,27,54,30,17,11,21,19,2,GFR,54.523,11.3211666666667,54.5028333333333,11.3531666666667,21-24
22014,38G0,22,54,37,16,10,39,03,54,35,53,10,39,03,2,DEN,54.6193333333333,10.6505,54.5921666666667,10.6505,21-24
22016,39G0,22,55,5,9,10,48,7,55,3,7,10,46,7,2,DEN,55.0983333333333,10.8116666666667,55.0616666666667,10.7783333333333,21-24
22018,39G1,22,55,4,2,11,4,1,55,2,6,11,6,7,2,DEN,55.07,11.0683333333333,55.0433333333333,11.1116666666667,21-24
22019,39G1,22,55,3,44,11,24,15,55,2,81,11,19,93,2,DEN,55.0573333333333,11.4025,55.0468333333333,11.3321666666667,21-24
22020,39G0,22,55,12,7,10,56,3,55,14,2,10,59,6,2,DEN,55.2116666666667,10.9383333333333,55.2366666666667,10.9933333333333,21-24
22021,39G0,22,55,14,9,10,50,7,55,12,9,10,50,1,2,DEN,55.2483333333333,10.845,55.215,10.835,21-24
22022,39G1,22,55,14,7,11,3,3,55,13,11,0,6,2,DEN,55.245,11.055,55.2166666666667,11.01,21-24
22023,39G1,22,55,18,47,11,1,28,55,16,01,11,2,03,2,DEN,55.3078333333333,11.0213333333333,55.2668333333333,11.0338333333333,21-24
22024,39F9,22,55,21,9,9,45,16,55,24,1,9,43,94,2,DEN,55.365,9.75266666666667,55.4016666666667,9.73233333333333,21-24
22025,39G0,22,55,23,14,10,50,56,55,22,97,10,54,95,2,DEN,55.3856666666667,10.8426666666667,55.3828333333333,10.9158333333333,21-24
22026,39G0,22,55,25,4,10,46,55,25,2,10,50,2,DEN,55.4233333333333,10.7666666666667,55.42,10.8333333333333,21-24
22027,40G0,22,55,38,1,10,0,4,55,39,2,10,4,2,DEN,55.635,10.0066666666667,55.6533333333333,10.0666666666667,21-24
22029,40G0,22,55,39,1,10,39,7,55,37,4,10,41,9,2,DEN,55.6516666666667,10.6616666666667,55.6233333333333,10.6983333333333,21-24
22030,40G0,22,55,42,34,10,16,32,55,41,97,10,11,93,2,DEN,55.7056666666667,10.272,55.6995,10.1988333333333,21-24
22031,40G0,22,55,45,9,10,3,3,55,47,10,7,1,2,DEN,55.765,10.055,55.7833333333333,10.1183333333333,21-24
22032,40G0,22,55,46,7,10,40,8,55,48,1,10,44,1,2,DEN,55.7783333333333,10.68,55.8016666666667,10.735,21-24
22033,40G0,22,55,56,5,10,28,8,55,54,2,10,28,8,2,DEN,55.9416666666667,10.48,55.9033333333333,10.48,21-24
22034,40G0,22,55,59,6,10,38,4,55,59,6,10,42,5,2,DEN,55.9933333333333,10.64,55.9933333333333,10.7083333333333,21-24
22035,40G0,22,55,59,10,52,8,55,58,7,10,56,7,2,DEN,55.9833333333333,10.88,55.9783333333333,10.945,21-24
22036,40G1,22,55,55,3,11,13,6,55,53,6,11,16,4,2,DEN,55.9216666666667,11.2266666666667,55.8933333333333,11.2733333333333,21-24
22037,40G1,22,55,58,9,11,1,8,55,57,2,11,4,3,2,DEN,55.9816666666667,11.03,55.9533333333333,11.0716666666667,21-24
22043,37G1,22,54,6,12,11,4,46,54,5,16,11,2,41,2,GFR,54.102,11.0743333333333,54.086,11.0401666666667,21-24
22044,37G1,22,54,7,13,11,10,01,54,7,92,11,14,06,2,GFR,54.1188333333333,11.1668333333333,54.132,11.2343333333333,21-24
22045,37G1,22,54,17,28,11,18,11,54,14,28,11,20,36,2,GFR,54.288,11.3018333333333,54.238,11.3393333333333,21-24
22047,37G1,22,54,18,13,11,25,49,54,13,32,11,25,43,2,GFR,54.3021666666667,11.4248333333333,54.222,11.4238333333333,21-24
22048,37G1,22,54,14,46,11,37,11,54,13,53,11,31,41,2,GFR,54.241,11.6185,54.2255,11.5235,21-24
22050,37G1,22,54,14,6,11,20,2,54,12,11,20,4,2,GFR,54.2433333333333,11.3366666666667,54.2,11.34,21-24
22051,37G1,22,54,14,48,11,43,21,54,14,72,11,46,03,2,GFR,54.2413333333333,11.7201666666667,54.2453333333333,11.7671666666667,21-24
22052,37G1,22,54,17,07,11,54,94,54,18,5,11,55,72,2,GFR,54.2845,11.9156666666667,54.3083333333333,11.9286666666667,21-24
22053,37G1,22,54,18,48,11,41,42,54,17,78,11,36,47,2,GFR,54.308,11.6903333333333,54.2963333333333,11.6078333333333,21-24
22054,37G0,22,54,29,23,10,42,23,54,29,15,10,46,53,2,GFR,54.4871666666667,10.7038333333333,54.4858333333333,10.7755,21-24
22055,37G0,22,54,22,4,10,40,17,54,24,9,10,40,02,2,GFR,54.3733333333333,10.6695,54.415,10.667,21-24
22056,37G1,22,54,20,3,11,22,58,54,18,16,11,20,37,2,GFR,54.3383333333333,11.3763333333333,54.3026666666667,11.3395,21-24
22057,37G1,22,54,24,53,11,25,38,54,20,59,11,24,19,2,GFR,54.4088333333333,11.423,54.3431666666667,11.4031666666667,21-24
22058,37G1,22,54,27,17,11,25,18,54,24,11,25,34,2,GFR,54.4528333333333,11.4196666666667,54.4,11.4223333333333,21-24
22060,37G1,22,54,22,5,11,47,24,54,22,57,11,42,42,2,GFR,54.375,11.7873333333333,54.3761666666667,11.707,21-24
22062,38G0,22,54,32,39,10,8,98,54,33,43,10,10,84,2,GFR,54.5398333333333,10.1496666666667,54.5571666666667,10.1806666666667,21-24
22063,38G0,22,54,33,58,10,13,51,54,32,22,10,9,54,2,GFR,54.5596666666667,10.2251666666667,54.537,10.159,21-24
22064,38G0,22,54,37,66,10,19,84,54,40,23,10,21,25,2,GFR,54.6276666666667,10.3306666666667,54.6705,10.3541666666667,21-24
22065,38G0,22,54,36,4,10,38,58,54,37,99,10,35,24,2,DEN,54.6066666666667,10.643,54.6331666666667,10.5873333333333,21-24
22071,38G1,22,54,32,4,11,24,4,54,30,6,11,28,1,2,DEN,54.54,11.4066666666667,54.51,11.4683333333333,21-24
22072,38G1,22,54,33,53,11,21,74,54,32,54,11,23,82,2,GFR,54.5588333333333,11.3623333333333,54.5423333333333,11.397,21-24
22075,38G0,22,54,48,3,10,8,7,54,46,4,10,10,8,2,DEN,54.805,10.145,54.7733333333333,10.18,21-24
22076,38G0,22,54,49,11,10,16,47,54,50,66,10,15,28,2,DEN,54.8185,10.2745,54.8443333333333,10.2546666666667,21-24
22077,38G0,22,54,41,63,10,19,45,54,41,39,10,22,18,2,DEN,54.6938333333333,10.3241666666667,54.6898333333333,10.3696666666667,21-24
22078,38G0,22,54,58,2,10,6,8,54,56,2,10,8,5,2,DEN,54.97,10.1133333333333,54.9366666666667,10.1416666666667,21-24
22079,38G0,22,55,5,09,9,59,08,,,,,2,DEN,55.0848333333333,9.98466666666667,NA,NA,21-24
22081,39F9,22,55,6,3,9,59,28,55,3,9,9,59,16,2,DEN,55.105,9.988,55.065,9.986,21-24
22082,39G1,22,55,6,36,11,19,5,,,,,2,DEN,55.106,11.325,NA,NA,21-24
22084,39G1,22,55,11,9,11,4,6,,,,,2,DEN,55.1983333333333,11.0766666666667,NA,NA,21-24
22085,40G0,22,55,38,66,10,32,11,,,,,2,DEN,55.6443333333333,10.5351666666667,NA,NA,21-24
22086,40G0,22,55,35,96,10,55,36,55,33,5,10,54,55,2,DEN,55.5993333333333,10.9226666666667,55.5583333333333,10.9091666666667,21-24
22087,40G0,22,55,33,4,10,50,3,55,31,3,10,51,7,2,DEN,55.5566666666667,10.8383333333333,55.5216666666667,10.8616666666667,21-24
22089,40G0,22,55,41,7,10,13,2,55,42,2,10,9,4,2,DEN,55.695,10.22,55.7033333333333,10.1566666666667,21-24
22090,40G0,22,55,42,3,10,27,8,,,,,2,DEN,55.705,10.4633333333333,NA,NA,21-24
22091,40G0,22,55,43,32,10,38,2,55,43,05,10,33,79,2,DEN,55.722,10.6366666666667,55.7175,10.5631666666667,21-24
22092,40G0,22,55,49,8,10,49,2,55,47,5,10,50,3,2,DEN,55.83,10.82,55.7916666666667,10.8383333333333,21-24
22094,41G0,22,56,2,6,10,55,6,,,,,2,DEN,56.0433333333333,10.9266666666667,NA,NA,21-24
22100,40G0,22,55,42,9,10,47,2,,,,,3,DEN,55.715,10.7866666666667,NA,NA,21-24
22103,39G1,22,55,3,32,11,1,82,,,,,2,DEN,55.0553333333333,11.0303333333333,NA,NA,21-24
22104,40G0,22,55,34,43,10,54,66,,,,,2,DEN,55.5738333333333,10.911,NA,NA,21-24
22106,40G0,22,55,38,61,10,11,86,55,38,19,10,16,23,2,DEN,55.6435,10.1976666666667,55.6365,10.2705,21-24
22108,37G0,22,54,27,4,10,39,86,54,29,9,10,39,71,2,GFR,54.4566666666667,10.6643333333333,54.4983333333333,10.6618333333333,21-24
22111,38G0,22,54,54,83,10,3,2,54,52,38,10,4,09,2,DEN,54.9138333333333,10.0533333333333,54.873,10.0681666666667,21-24
22112,40G0,22,55,39,63,10,23,84,55,39,11,10,28,17,2,DEN,55.6605,10.3973333333333,55.6518333333333,10.4695,21-24
22114,37G1,22,54,8,7,11,17,68,54,9,94,11,19,44,2,GFR,54.145,11.2946666666667,54.1656666666667,11.324,21-24
22116,38G0,22,54,41,17,10,28,56,54,42,76,10,25,22,2,DEN,54.6861666666667,10.476,54.7126666666667,10.4203333333333,21-24
22118,40G0,22,55,37,77,10,20,59,55,37,35,10,24,96,2,DEN,55.6295,10.3431666666667,55.6225,10.416,21-24
22121,38G1,22,55,2,95,11,6,01,,,,,2,DEN,55.0491666666667,11.1001666666667,NA,NA,21-24
22122,39G0,22,55,32,49,10,51,14,,,,,2,DEN,55.5415,10.8523333333333,NA,NA,21-24
22123,37G0,22,54,27,49,10,35,55,54,27,02,10,38,2,GFR,54.4581666666667,10.5925,54.4503333333333,10.6333333333333,21-24
22124,38F9,22,54,48,88,10,17,53,,,,,2,DEN,54.8146666666667,10.2921666666667,NA,NA,21-24
22125,39G0,22,55,24,08,10,48,95,,,,,2,DEN,55.4013333333333,10.8158333333333,NA,NA,21-24
22127,37G1,22,54,35,69,11,13,62,54,36,95,11,11,02,2,GFR,54.5948333333333,11.227,54.6158333333333,11.1836666666667,21-24
22128,38F9,22,54,48,83,10,9,5,,,,,2,DEN,54.8138333333333,10.1583333333333,NA,NA,21-24
22129,38G0,22,54,41,89,10,44,38,,,,,2,DEN,54.6981666666667,10.7396666666667,NA,NA,21-24
22130,39G0,22,55,19,93,10,53,86,55,17,86,10,56,31,2,DEN,55.3321666666667,10.8976666666667,55.2976666666667,10.9385,21-24
22131,38G0,22,54,37,7,10,38,92,54,36,11,10,38,93,2,DEN,54.6283333333333,10.6486666666667,54.6018333333333,10.6488333333333,21-24
22134,38G0,22,54,33,126,10,46,27,54,32,546,10,43,138,2,GFR,54.5521,10.7711666666667,54.5424333333333,10.7189666666667,21-24
22135,38G1,22,54,37,4,11,5,54,35,8,11,7,7,2,GFR,54.6233333333333,11.0833333333333,54.5966666666667,11.1283333333333,21-24
22136,38G0,22,54,44,5,10,11,9,54,42,5,10,13,8,2,GFR,54.7416666666667,10.1983333333333,54.7083333333333,10.23,21-24
22137,38G0,22,54,42,9,10,44,9,54,40,9,10,43,9,2,DEN,54.715,10.7483333333333,54.6816666666667,10.7316666666667,21-24
22138,38G0,22,54,46,8,10,25,3,,,,,2,DEN,54.78,10.4216666666667,NA,NA,21-24
22139,37G1,22,54,26,11,31,5,54,23,4,11,30,6,2,GFR,54.4333333333333,11.525,54.39,11.51,21-24
22140,37G1,22,54,25,9,11,37,54,24,5,11,43,7,2,DEN,54.4316666666667,11.6166666666667,54.4083333333333,11.7283333333333,21-24
22141,37G1,22,54,14,4,11,25,3,54,15,1,11,27,7,2,GFR,54.24,11.4216666666667,54.2516666666667,11.4616666666667,21-24
22142,37G1,22,54,15,9,11,30,1,54,16,4,11,32,9,2,GFR,54.265,11.5016666666667,54.2733333333333,11.5483333333333,21-24
22143,37G1,22,54,12,9,11,33,1,54,13,9,11,37,4,2,GFR,54.215,11.5516666666667,54.2316666666667,11.6233333333333,21-24
22144,37G1,22,54,18,23,11,29,17,54,18,32,11,26,6,2,GFR,54.3038333333333,11.4861666666667,54.3053333333333,11.4433333333333,21-24
22145,37G1,22,54,17,9,11,31,6,54,17,5,11,34,3,2,GFR,54.2983333333333,11.5266666666667,54.2916666666667,11.5716666666667,21-24
22146,37G1,22,54,17,75,11,36,3,54,19,33,11,35,8,2,GFR,54.2958333333333,11.605,54.3221666666667,11.5966666666667,21-24
22147,38G1,22,54,22,762,11,46,55,54,22,8,11,43,4,2,DEN,54.3793666666667,11.7758333333333,54.38,11.7233333333333,21-24
22148,38G1,22,54,32,498,11,24,052,54,32,9,11,21,9,2,DEN,54.5416333333333,11.4008666666667,54.5483333333333,11.365,21-24
22149,38G1,22,54,37,703,11,8,892,54,38,4,11,5,1,2,DEN,54.6283833333333,11.1482,54.64,11.085,21-24
22150,39F9,22,55,7,1,9,43,2,55,7,9,9,45,9,2,DEN,55.1183333333333,9.72,55.1316666666667,9.765,21-24
22151,39F9,22,55,3,5,9,33,4,55,2,7,9,31,7,2,DEN,55.0583333333333,9.55666666666667,55.045,9.52833333333333,21-24
22152,39F9,22,55,9,7,9,37,5,55,9,4,9,34,8,2,DEN,55.1616666666667,9.625,55.1566666666667,9.58,21-24
22153,39F9,22,55,9,7,9,46,7,55,11,3,9,46,5,2,DEN,55.1616666666667,9.77833333333333,55.1883333333333,9.775,21-24
23001,41G2,23,56,8,384,12,30,564,55,57,45,12,40,42,2,,56.1397333333333,12.5094,55.9575,12.6736666666667,21-24
23002,40G2,23,55,56,9,12,43,294,55,46,36,12,49,312,2,,55.9483333333333,12.7215666666667,55.7726666666667,12.8218666666667,21-24
23003,40G2,23,55,51,408,12,45,006,55,46,312,12,51,582,2,,55.8568,12.7501,55.7718666666667,12.8597,21-24
23004,40G2,23,55,44,222,12,53,27,55,39,594,12,55,516,2,,55.7370333333333,12.8878333333333,55.6599,12.9252666666667,21-24
23005,40G2,23,55,48,54,12,47,5016,55,44,1254,12,53,18,2,,55.809,12.7916933333333,55.7354233333333,12.8863333333333,21-24
23006,40G2,23,55,44,3744,12,52,0084,55,41,93,12,55,5766,2,,55.7395733333333,12.8668066666667,55.6988333333333,12.9262766666667,21-24
23007,41G2,23,56,7,0042,12,33,1308,56,5,48,12,36,348,2,,56.1167366666667,12.55218,56.0913333333333,12.6058,21-24
23008,40G2,23,55,56,4248,12,41,54,55,55,1044,12,43,4674,2,,55.9404133333333,12.6923333333333,55.9184066666667,12.7244566666667,21-24
23009,40G2,23,55,54,2838,12,44,1074,55,50,378,12,45,246,2,,55.90473,12.7351233333333,55.8396333333333,12.7541,21-24
23010,41G2,23,56,14,12,25,05,56,12,12,26,2,,56.2333333333333,12.4175,56.2,12.4333333333333,21-24
23012,40G2,23,55,48,12,51,55,46,12,52,2,,55.8,12.85,55.7666666666667,12.8666666666667,21-24
23013,41G2,23,56,9,8,12,20,1,56,8,9,12,21,9,2,DEN,56.1633333333333,12.335,56.1483333333333,12.365,21-24
23014,40G2,23,55,48,8,12,43,2,55,47,7,12,44,2,2,DEN,55.8133333333333,12.72,55.795,12.7366666666667,21-24
23015,40G2,23,55,58,7,12,38,8,55,57,3,12,38,3,2,DEN,55.9783333333333,12.6466666666667,55.955,12.6383333333333,21-24
23016,40G2,23,55,47,9,12,43,3,55,49,0,12,42,9,2,DEN,55.7983333333333,12.7216666666667,55.8166666666667,12.715,21-24
23017,40G2,23,55,56,5,12,38,0,55,57,8,12,39,1,2,DEN,55.9416666666667,12.6333333333333,55.9633333333333,12.6516666666667,21-24
23018,40G2,23,55,57,6,12,38,6,55,56,5,12,37,9,2,DEN,55.96,12.6433333333333,55.9416666666667,12.6316666666667,21-24
23019,41G2,23,56,7,61,12,29,47,56,8,56,12,27,87,2,DEN,56.1268333333333,12.4911666666667,56.1426666666667,12.4645,21-24
23020,40G2,23,55,57,9,12,38,59,55,56,79,12,38,13,2,DEN,55.965,12.6431666666667,55.9465,12.6355,21-24
23021,40G2,23,55,49,27,12,42,79,55,48,19,12,43,63,2,DEN,55.8211666666667,12.7131666666667,55.8031666666667,12.7271666666667,21-24
23022,40G2,23,55,49,07,12,42,91,55,47,88,12,44,09,2,DEN,55.8178333333333,12.7151666666667,55.798,12.7348333333333,21-24
23023,41G2,23,56,9,880,12,22,160,56,9,130,12,23,900,2,DEN,56.1646666666667,12.3693333333333,56.1521666666667,12.3983333333333,21-24
23024,40G2,23,55,48,290,12,43,930,55,49,270,12,42,980,2,SWE,55.8048333333333,12.7321666666667,55.8211666666667,12.7163333333333,21-24
23025,41G2,23,56,8,96,12,22,00,56,9,70,12,20,09,2,DEN,56.1493333333333,12.3666666666667,56.1616666666667,12.3348333333333,21-24
23026,40G2,23,55,48,00,12,44,16,55,49,04,12,42,92,2,DEN,55.8,12.736,55.8173333333333,12.7153333333333,21-24
23027,40G2,23,55,56,54,12,38,54,55,57,83,12,38,11,2,DEN,55.9423333333333,12.6423333333333,55.9638333333333,12.6351666666667,21-24
23028,41G2,23,56,7,154,12,27,283,56,7,980,12,25,250,2,DEN,56.1192333333333,12.4547166666667,56.133,12.4208333333333,21-24
23029,41G2,23,56,8,24,12,28,04,56,9,25,12,26,75,2,DEN,56.1373333333333,12.4673333333333,56.1541666666667,12.4458333333333,21-24
23030,41G2,23,56,7,990,12,28,980,56,8,600,12,28,460,2,DEN,56.1331666666667,12.483,56.1433333333333,12.4743333333333,21-24
23031,41G2,23,56,7,3200,12,28,2400,56,7,7600,12,26,3900,2,DEN,56.122,12.4706666666667,56.1293333333333,12.4398333333333,21-24
23032,40G2,23,55,57,6100,12,38,7200,55,56,4700,12,37,8100,2,DEN,55.9601666666667,12.6453333333333,55.9411666666667,12.6301666666667,21-24
23033,41G2,23,56,7,640,12,26,190,56,7,230,12,28,400,2,DEN,56.1273333333333,12.4365,56.1205,12.4733333333333,21-24
23034,41G2,23,56,7,848,12,25,956,56,7,270,12,28,240,2,DEN,56.1308,12.4326,56.1211666666667,12.4706666666667,21-24
23035,41G2,23,56,7,590,12,27,556,56,8,845,12,26,475,2,DEN,56.1265,12.4592666666667,56.1474166666667,12.44125,21-24
23036,40G2,23,55,56,865,12,38,123,55,57,974,12,38,768,2,DEN,55.94775,12.6353833333333,55.9662333333333,12.6461333333333,21-24
23037,40G2,23,55,56,7400,12,37,8200,55,57,7100,12,38,7000,2,DEN,55.9456666666667,12.6303333333333,55.9618333333333,12.645,21-24
23038,39G2,23,55,29,5560,12,19,9250,55,28,7110,12,22,4700,2,DEN,55.4926,12.3320833333333,55.4785166666667,12.3745,21-24
23039,40G2,23,55,46,2940,12,42,9750,55,44,4310,12,42,8760,2,DEN,55.7715666666667,12.71625,55.7405166666667,12.7146,21-24
23040,40G2,23,55,57,95,12,38,77,55,56,88,12,38,13,2,DEN,55.9658333333333,12.6461666666667,55.948,12.6355,21-24
23041,40G2,23,55,44,01,12,53,36,55,42,93,12,54,00,2,SWE,55.7335,12.8893333333333,55.7155,12.9,21-24
23042,41G2,23,56,9,10,12,26,25,56,8,10,12,26,97,2,DEN,56.1516666666667,12.4375,56.135,12.4495,21-24
23043,41G2,23,56,8,55,12,27,69,56,9,75,12,27,45,2,DEN,56.1425,12.4615,56.1625,12.4575,21-24
23044,40G2,23,55,49,54,12,42,70,55,48,50,12,43,46,2,SWE,55.8256666666667,12.7116666666667,55.8083333333333,12.7243333333333,21-24
23045,41G2,23,56,7,32,12,27,80,56,7,74,12,25,86,2,DEN,56.122,12.4633333333333,56.129,12.431,21-24
23046,41G2,23,56,9,15,12,23,07,56,9,73,12,20,98,2,DEN,56.1525,12.3845,56.1621666666667,12.3496666666667,21-24
23047,40G2,23,55,56,1400,12,40,6000,55,57,3600,12,41,5100,2,SWE,55.9356666666667,12.6766666666667,55.956,12.6918333333333,21-24
23048,40G2,23,55,47,0100,12,51,4800,55,47,5400,12,50,5400,2,SWE,55.7835,12.858,55.7923333333333,12.8423333333333,21-24
23049,41G2,23,56,8,5300,12,24,0300,56,8,1400,12,26,3400,2,DEN,56.1421666666667,12.4005,56.1356666666667,12.439,21-24
23050,39G2,23,55,29,7440,12,23,3400,55,29,6100,12,20,7590,2,DEN,55.4957333333333,12.389,55.4935,12.3459833333333,21-24
23051,40G2,23,55,45,5600,12,42,8780,55,44,2710,12,42,4970,2,DEN,55.7593333333333,12.7146333333333,55.73785,12.7082833333333,21-24
23052,41G2,23,56,9,730,12,22,820,56,8,940,12,24,990,2,DEN,56.1621666666667,12.3803333333333,56.149,12.4165,21-24
23053,40G2,23,55,44,5590,12,42,7250,55,45,5300,12,43,1850,2,DEN,55.74265,12.7120833333333,55.7588333333333,12.71975,21-24
23054,40G2,23,55,30,1100,12,26,4500,55,29,8350,12,24,1290,2,DEN,55.5018333333333,12.4408333333333,55.49725,12.40215,21-24
23055,41G2,23,56,7,8090,12,25,3850,56,7,2180,12,27,5990,2,DEN,56.13015,12.4230833333333,56.1203,12.4599833333333,21-24
23056,40G2,23,55,44,7330,12,42,7290,55,45,7410,12,43,1840,2,DEN,55.74555,12.71215,55.76235,12.7197333333333,21-24
23057,39G2,23,55,29,7220,12,24,6940,55,29,6700,12,21,9180,2,DEN,55.4953666666667,12.4115666666667,55.4945,12.3653,21-24
23058,39G2,23,55,29,8140,12,25,5480,55,29,6980,12,23,8770,2,DEN,55.4969,12.4258,55.4949666666667,12.39795,21-24
